Match_SK,match_id,Team1,Team2,match_date,Season_Year,Venue_Name,City_Name,Country_Name,Toss_Winner,match_winner,Toss_Name,Win_Type,Outcome_Type,ManOfMach,Win_Margin,Country_id
44,336031,Royal Challengers Bangalore,Delhi Daredevils,19-05-08,2008,M Chinnaswamy Stadium,Bangalore,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,SP Goswami,5,1
45,336032,Kolkata Knight Riders,Rajasthan Royals,20-05-08,2008,Eden Gardens,Kolkata,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,YK Pathan,6,1
46,336033,Mumbai Indians,Kings XI Punjab,21-05-08,2008,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kings XI Punjab,field,runs,Result,SE Marsh,1,1
47,336034,Chennai Super Kings,Royal Challengers Bangalore,21-05-08,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,Result,A Kumble,14,1
48,336036,Kings XI Punjab,Deccan Chargers,23-05-08,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,SE Marsh,6,1
49,336037,Delhi Daredevils,Mumbai Indians,24-05-08,2008,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,KD Karthik,5,1
50,336038,Chennai Super Kings,Rajasthan Royals,24-05-08,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,JA Morkel,10,1
51,336039,Royal Challengers Bangalore,Deccan Chargers,03-05-08,2008,M Chinnaswamy Stadium,Bangalore,India,Deccan Chargers,Royal Challengers Bangalore,field,runs,Result,P Kumar,3,1
52,336040,Kolkata Knight Riders,Kings XI Punjab,25-05-08,2008,Eden Gardens,Kolkata,India,Kings XI Punjab,Kolkata Knight Riders,bat,wickets,Result,Umar Gul,3,1
53,336041,Rajasthan Royals,Mumbai Indians,26-05-08,2008,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,Sohail Tanvir,5,1
54,336042,Deccan Chargers,Chennai Super Kings,27-05-08,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Chennai Super Kings,bat,wickets,Result,SK Raina,7,1
55,336043,Delhi Daredevils,Rajasthan Royals,30-05-08,2008,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Rajasthan Royals,field,runs,Result,SR Watson,105,1
56,336044,Chennai Super Kings,Kings XI Punjab,31-05-08,2008,Wankhede Stadium,Mumbai,India,Kings XI Punjab,Chennai Super Kings,bat,wickets,Result,M Ntini,9,1
57,336045,Chennai Super Kings,Rajasthan Royals,01-06-08,2008,Dr DY Patil Sports Academy,Mumbai,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,YK Pathan,3,1
58,392186,Chennai Super Kings,Mumbai Indians,18-04-09,2009,Newlands,Cape Town,South Africa,Chennai Super Kings,Mumbai Indians,field,runs,Result,SR Tendulkar,19,2
59,392187,Royal Challengers Bangalore,Rajasthan Royals,18-04-09,2009,Newlands,Cape Town,South Africa,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,Result,R Dravid,75,2
60,392188,Delhi Daredevils,Kings XI Punjab,19-04-09,2009,Newlands,Cape Town,South Africa,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,DL Vettori,10,2
61,392189,Deccan Chargers,Kolkata Knight Riders,19-04-09,2009,Newlands,Cape Town,South Africa,Kolkata Knight Riders,Deccan Chargers,bat,wickets,Result,RP Singh,8,2
62,392190,Royal Challengers Bangalore,Chennai Super Kings,20-04-09,2009,St George's Park,Port Elizabeth,South Africa,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,M Muralitharan,92,2
63,392191,Kings XI Punjab,Kolkata Knight Riders,21-04-09,2009,Kingsmead,Durban,South Africa,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,Result,CH Gayle,11,2
64,392193,Royal Challengers Bangalore,Deccan Chargers,22-04-09,2009,Newlands,Cape Town,South Africa,Deccan Chargers,Deccan Chargers,bat,runs,Result,AC Gilchrist,24,2
65,392194,Chennai Super Kings,Delhi Daredevils,23-04-09,2009,Kingsmead,Durban,South Africa,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,AB de Villiers,9,2
66,392195,Kolkata Knight Riders,Rajasthan Royals,23-04-09,2009,Newlands,Cape Town,South Africa,Kolkata Knight Riders,Rajasthan Royals,field,Tie,Superover,YK Pathan,NULL,2
67,392196,Royal Challengers Bangalore,Kings XI Punjab,24-04-09,2009,Kingsmead,Durban,South Africa,Royal Challengers Bangalore,Kings XI Punjab,bat,wickets,Result,RS Bopara,7,2
68,392197,Deccan Chargers,Mumbai Indians,25-04-09,2009,Kingsmead,Durban,South Africa,Deccan Chargers,Deccan Chargers,bat,runs,Result,PP Ojha,12,2
69,392199,Royal Challengers Bangalore,Delhi Daredevils,26-04-09,2009,St George's Park,Port Elizabeth,South Africa,Royal Challengers Bangalore,Delhi Daredevils,bat,wickets,Result,TM Dilshan,6,2
70,392200,Kings XI Punjab,Rajasthan Royals,26-04-09,2009,Newlands,Cape Town,South Africa,Kings XI Punjab,Kings XI Punjab,bat,runs,Result,KC Sangakkara,27,2
71,392201,Chennai Super Kings,Deccan Chargers,27-04-09,2009,Kingsmead,Durban,South Africa,Deccan Chargers,Deccan Chargers,field,wickets,Result,HH Gibbs,6,2
72,392202,Kolkata Knight Riders,Mumbai Indians,27-04-09,2009,St George's Park,Port Elizabeth,South Africa,Mumbai Indians,Mumbai Indians,bat,runs,Result,SR Tendulkar,92,2
73,392203,Delhi Daredevils,Rajasthan Royals,28-04-09,2009,SuperSport Park,Centurion,South Africa,Delhi Daredevils,Rajasthan Royals,bat,wickets,Result,YK Pathan,5,2
74,392204,Royal Challengers Bangalore,Kolkata Knight Riders,29-04-09,2009,Kingsmead,Durban,South Africa,Kolkata Knight Riders,Royal Challengers Bangalore,bat,wickets,Result,MV Boucher,5,2
75,392205,Kings XI Punjab,Mumbai Indians,29-04-09,2009,Kingsmead,Durban,South Africa,Kings XI Punjab,Kings XI Punjab,bat,runs,Result,KC Sangakkara,3,2
76,392206,Deccan Chargers,Delhi Daredevils,30-04-09,2009,SuperSport Park,Centurion,South Africa,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,DP Nannes,6,2
77,392207,Chennai Super Kings,Rajasthan Royals,30-04-09,2009,SuperSport Park,Centurion,South Africa,Rajasthan Royals,Chennai Super Kings,field,runs,Result,SK Raina,38,2
78,392208,Kolkata Knight Riders,Mumbai Indians,01-05-09,2009,Buffalo Park,East London,South Africa,Mumbai Indians,Mumbai Indians,bat,runs,Result,JP Duminy,9,2
79,392209,Royal Challengers Bangalore,Kings XI Punjab,01-05-09,2009,Kingsmead,Durban,South Africa,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,Result,Yuvraj Singh,8,2
80,392210,Deccan Chargers,Rajasthan Royals,02-05-09,2009,St George's Park,Port Elizabeth,South Africa,Deccan Chargers,Rajasthan Royals,bat,wickets,Result,YK Pathan,3,2
81,392211,Chennai Super Kings,Delhi Daredevils,02-05-09,2009,New Wanderers Stadium,Johannesburg,South Africa,Delhi Daredevils,Chennai Super Kings,field,runs,Result,SB Jakati,18,2
82,392212,Kings XI Punjab,Kolkata Knight Riders,03-05-09,2009,St George's Park,Port Elizabeth,South Africa,Kolkata Knight Riders,Kings XI Punjab,bat,wickets,Result,DPMD Jayawardene,6,2
83,392213,Royal Challengers Bangalore,Mumbai Indians,03-05-09,2009,New Wanderers Stadium,Johannesburg,South Africa,Mumbai Indians,Royal Challengers Bangalore,bat,wickets,Result,JH Kallis,9,2
84,392214,Chennai Super Kings,Deccan Chargers,04-05-09,2009,Buffalo Park,East London,South Africa,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,78,2
85,392215,Kings XI Punjab,Rajasthan Royals,05-05-09,2009,Kingsmead,Durban,South Africa,Kings XI Punjab,Rajasthan Royals,field,runs,Result,GC Smith,78,2
86,392216,Delhi Daredevils,Kolkata Knight Riders,05-05-09,2009,Kingsmead,Durban,South Africa,Kolkata Knight Riders,Delhi Daredevils,bat,wickets,Result,G Gambhir,9,2
87,392217,Deccan Chargers,Mumbai Indians,06-05-09,2009,SuperSport Park,Centurion,South Africa,Deccan Chargers,Deccan Chargers,bat,runs,Result,RG Sharma,19,2
88,392218,Royal Challengers Bangalore,Rajasthan Royals,07-05-09,2009,SuperSport Park,Centurion,South Africa,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,A Singh,7,2
89,392219,Chennai Super Kings,Kings XI Punjab,07-05-09,2009,SuperSport Park,Centurion,South Africa,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,ML Hayden,12,2
90,392220,Delhi Daredevils,Mumbai Indians,08-05-09,2009,Buffalo Park,East London,South Africa,Mumbai Indians,Delhi Daredevils,bat,wickets,Result,A Nehra,7,2
91,392221,Deccan Chargers,Kings XI Punjab,09-05-09,2009,De Beers Diamond Oval,Kimberley,South Africa,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,DPMD Jayawardene,3,2
92,392222,Chennai Super Kings,Rajasthan Royals,09-05-09,2009,De Beers Diamond Oval,Kimberley,South Africa,Rajasthan Royals,Chennai Super Kings,bat,wickets,Result,S Badrinath,7,2
93,392223,Royal Challengers Bangalore,Mumbai Indians,10-05-09,2009,St George's Park,Port Elizabeth,South Africa,Mumbai Indians,Mumbai Indians,bat,runs,Result,JP Duminy,16,2
94,392224,Delhi Daredevils,Kolkata Knight Riders,10-05-09,2009,New Wanderers Stadium,Johannesburg,South Africa,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,A Mishra,7,2
95,392225,Deccan Chargers,Rajasthan Royals,11-05-09,2009,De Beers Diamond Oval,Kimberley,South Africa,Deccan Chargers,Deccan Chargers,bat,runs,Result,DR Smith,53,2
96,392226,Royal Challengers Bangalore,Kolkata Knight Riders,12-05-09,2009,SuperSport Park,Centurion,South Africa,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,LRPL Taylor,6,2
97,392227,Kings XI Punjab,Mumbai Indians,12-05-09,2009,SuperSport Park,Centurion,South Africa,Kings XI Punjab,Mumbai Indians,bat,wickets,Result,Harbhajan Singh,8,2
98,392228,Deccan Chargers,Delhi Daredevils,13-05-09,2009,Kingsmead,Durban,South Africa,Deccan Chargers,Delhi Daredevils,field,runs,Result,R Bhatia,12,2
99,392229,Royal Challengers Bangalore,Chennai Super Kings,14-05-09,2009,Kingsmead,Durban,South Africa,Chennai Super Kings,Royal Challengers Bangalore,bat,wickets,Result,LRPL Taylor,2,2
100,392230,Mumbai Indians,Rajasthan Royals,14-05-09,2009,Kingsmead,Durban,South Africa,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,SK Warne,2,2
101,392231,Delhi Daredevils,Kings XI Punjab,15-05-09,2009,OUTsurance Oval,Bloemfontein,South Africa,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,B Lee,6,2
102,392232,Chennai Super Kings,Mumbai Indians,16-05-09,2009,St George's Park,Port Elizabeth,South Africa,Mumbai Indians,Chennai Super Kings,bat,wickets,Result,ML Hayden,7,2
103,392233,Deccan Chargers,Kolkata Knight Riders,16-05-09,2009,New Wanderers Stadium,Johannesburg,South Africa,Deccan Chargers,Deccan Chargers,field,wickets,Result,RG Sharma,6,2
104,392234,Deccan Chargers,Kings XI Punjab,17-05-09,2009,New Wanderers Stadium,Johannesburg,South Africa,Deccan Chargers,Kings XI Punjab,field,runs,Result,Yuvraj Singh,1,2
105,392235,Delhi Daredevils,Rajasthan Royals,17-05-09,2009,OUTsurance Oval,Bloemfontein,South Africa,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,AB de Villiers,14,2
106,392236,Chennai Super Kings,Kolkata Knight Riders,18-05-09,2009,SuperSport Park,Centurion,South Africa,Chennai Super Kings,Kolkata Knight Riders,bat,wickets,Result,BJ Hodge,7,2
107,392237,Royal Challengers Bangalore,Delhi Daredevils,19-05-09,2009,New Wanderers Stadium,Johannesburg,South Africa,Delhi Daredevils,Royal Challengers Bangalore,bat,wickets,Result,JH Kallis,7,2
108,392238,Kolkata Knight Riders,Rajasthan Royals,20-05-09,2009,Kingsmead,Durban,South Africa,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,LR Shukla,4,2
109,392239,Chennai Super Kings,Kings XI Punjab,20-05-09,2009,Kingsmead,Durban,South Africa,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,M Muralitharan,24,2
110,392240,Delhi Daredevils,Mumbai Indians,21-05-09,2009,SuperSport Park,Centurion,South Africa,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,V Sehwag,4,2
111,392241,Royal Challengers Bangalore,Deccan Chargers,21-05-09,2009,SuperSport Park,Centurion,South Africa,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,Result,MK Pandey,12,2
112,392242,Delhi Daredevils,Deccan Chargers,22-05-09,2009,SuperSport Park,Centurion,South Africa,Deccan Chargers,Deccan Chargers,field,wickets,Result,AC Gilchrist,6,2
113,392243,Royal Challengers Bangalore,Chennai Super Kings,23-05-09,2009,New Wanderers Stadium,Johannesburg,South Africa,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,MK Pandey,6,2
114,392244,Royal Challengers Bangalore,Deccan Chargers,24-05-09,2009,New Wanderers Stadium,Johannesburg,South Africa,Royal Challengers Bangalore,Deccan Chargers,field,runs,Result,A Kumble,6,2
115,419111,Deccan Chargers,Kolkata Knight Riders,12-03-10,2010,Dr DY Patil Sports Academy,Mumbai,India,Deccan Chargers,Kolkata Knight Riders,field,runs,Result,AD Mathews,11,1
116,419112,Mumbai Indians,Rajasthan Royals,13-03-10,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,YK Pathan,4,1
117,419113,Kings XI Punjab,Delhi Daredevils,13-03-10,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,G Gambhir,5,1
118,419114,Kolkata Knight Riders,Royal Challengers Bangalore,14-03-10,2010,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,MK Tiwary,7,1
119,419115,Chennai Super Kings,Deccan Chargers,14-03-10,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,WPUJC Vaas,31,1
120,419116,Rajasthan Royals,Delhi Daredevils,15-03-10,2010,"Sardar Patel Stadium, Motera",Ahmedabad,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,V Sehwag,6,1
121,419117,Royal Challengers Bangalore,Kings XI Punjab,16-03-10,2010,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Royal Challengers Bangalore,bat,wickets,Result,JH Kallis,8,1
122,419118,Kolkata Knight Riders,Chennai Super Kings,16-03-10,2010,Eden Gardens,Kolkata,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,55,1
123,419119,Delhi Daredevils,Mumbai Indians,17-03-10,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Mumbai Indians,field,runs,Result,SR Tendulkar,98,1
124,419120,Royal Challengers Bangalore,Rajasthan Royals,18-03-10,2010,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,JH Kallis,10,1
125,419121,Delhi Daredevils,Chennai Super Kings,19-03-10,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Chennai Super Kings,bat,wickets,Result,ML Hayden,5,1
126,419122,Deccan Chargers,Kings XI Punjab,19-03-10,2010,Barabati Stadium,Cuttack,India,Kings XI Punjab,Deccan Chargers,field,runs,Result,A Symonds,6,1
127,419123,Rajasthan Royals,Kolkata Knight Riders,20-03-10,2010,"Sardar Patel Stadium, Motera",Ahmedabad,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,AA Jhunjhunwala,34,1
128,419124,Mumbai Indians,Royal Challengers Bangalore,20-03-10,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Royal Challengers Bangalore,bat,wickets,Result,JH Kallis,7,1
129,419125,Deccan Chargers,Delhi Daredevils,21-03-10,2010,Barabati Stadium,Cuttack,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,A Symonds,10,1
130,419126,Chennai Super Kings,Kings XI Punjab,21-03-10,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Kings XI Punjab,field,Tie,Superover,J Theron,NULL,1
131,419127,Mumbai Indians,Kolkata Knight Riders,22-03-10,2010,Brabourne Stadium,Mumbai,India,Kolkata Knight Riders,Mumbai Indians,bat,wickets,Result,SR Tendulkar,7,1
132,419128,Royal Challengers Bangalore,Chennai Super Kings,23-03-10,2010,M Chinnaswamy Stadium,Bangalore,India,Chennai Super Kings,Royal Challengers Bangalore,field,runs,Result,RV Uthappa,36,1
133,419129,Kings XI Punjab,Rajasthan Royals,24-03-10,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Rajasthan Royals,field,runs,Result,AC Voges,31,1
134,419130,Mumbai Indians,Chennai Super Kings,25-03-10,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,SR Tendulkar,5,1
135,419131,Rajasthan Royals,Deccan Chargers,26-03-10,2010,"Sardar Patel Stadium, Motera",Ahmedabad,India,Deccan Chargers,Rajasthan Royals,bat,wickets,Result,YK Pathan,8,1
136,419132,Kings XI Punjab,Kolkata Knight Riders,27-03-10,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,MK Tiwary,39,1
137,419133,Royal Challengers Bangalore,Delhi Daredevils,25-03-10,2010,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Delhi Daredevils,field,runs,Result,KM Jadhav,17,1
138,419134,Rajasthan Royals,Chennai Super Kings,28-03-10,2010,"Sardar Patel Stadium, Motera",Ahmedabad,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,NV Ojha,17,1
139,419135,Deccan Chargers,Mumbai Indians,28-03-10,2010,Dr DY Patil Sports Academy,Mumbai,India,Deccan Chargers,Mumbai Indians,field,runs,Result,Harbhajan Singh,41,1
140,419136,Delhi Daredevils,Kolkata Knight Riders,29-03-10,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,DA Warner,40,1
141,419137,Mumbai Indians,Kings XI Punjab,30-03-10,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,SL Malinga,4,1
142,419138,Chennai Super Kings,Royal Challengers Bangalore,31-03-10,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Royal Challengers Bangalore,Chennai Super Kings,bat,wickets,Result,M Vijay,5,1
143,419139,Delhi Daredevils,Rajasthan Royals,31-03-10,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,KD Karthik,67,1
144,419140,Kolkata Knight Riders,Deccan Chargers,01-04-10,2010,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SC Ganguly,24,1
145,419141,Kings XI Punjab,Royal Challengers Bangalore,02-04-10,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Royal Challengers Bangalore,bat,wickets,Result,KP Pietersen,6,1
146,419142,Chennai Super Kings,Rajasthan Royals,03-04-10,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,M Vijay,23,1
147,419143,Mumbai Indians,Deccan Chargers,03-04-10,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,AT Rayudu,63,1
148,419144,Kolkata Knight Riders,Kings XI Punjab,04-04-10,2010,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kings XI Punjab,bat,wickets,Result,DPMD Jayawardene,8,1
149,419145,Delhi Daredevils,Royal Challengers Bangalore,04-04-10,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,PD Collingwood,37,1
150,419146,Deccan Chargers,Rajasthan Royals,05-04-10,2010,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,SK Warne,2,1
151,419147,Chennai Super Kings,Mumbai Indians,06-04-10,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,SK Raina,24,1
152,419148,Rajasthan Royals,Kings XI Punjab,07-04-10,2010,Sawai Mansingh Stadium,Jaipur,India,Kings XI Punjab,Rajasthan Royals,bat,wickets,Result,MJ Lumb,9,1
153,419149,Kolkata Knight Riders,Delhi Daredevils,07-04-10,2010,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SC Ganguly,14,1
154,419150,Royal Challengers Bangalore,Deccan Chargers,08-04-10,2010,M Chinnaswamy Stadium,Bangalore,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,TL Suman,7,1
155,419151,Kings XI Punjab,Mumbai Indians,09-04-10,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Kings XI Punjab,bat,wickets,Result,KC Sangakkara,6,1
156,419152,Deccan Chargers,Chennai Super Kings,10-04-10,2010,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,Chennai Super Kings,Deccan Chargers,bat,wickets,Result,RJ Harris,6,1
157,419153,Royal Challengers Bangalore,Kolkata Knight Riders,10-04-10,2010,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,R Vinay Kumar,7,1
158,419154,Delhi Daredevils,Kings XI Punjab,11-04-10,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kings XI Punjab,bat,wickets,Result,PP Chawla,7,1
159,419155,Rajasthan Royals,Mumbai Indians,11-04-10,2010,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Mumbai Indians,field,runs,Result,SR Tendulkar,37,1
160,419156,Deccan Chargers,Royal Challengers Bangalore,12-04-10,2010,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,Royal Challengers Bangalore,Deccan Chargers,field,runs,Result,Harmeet Singh,13,1
161,419157,Mumbai Indians,Delhi Daredevils,13-04-10,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,KA Pollard,39,1
162,419158,Chennai Super Kings,Kolkata Knight Riders,13-04-10,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Kolkata Knight Riders,Chennai Super Kings,bat,wickets,Result,R Ashwin,9,1
163,419159,Rajasthan Royals,Royal Challengers Bangalore,14-04-10,2010,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Royal Challengers Bangalore,bat,wickets,Result,KP Pietersen,5,1
164,419160,Chennai Super Kings,Delhi Daredevils,15-04-10,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Delhi Daredevils,bat,wickets,Result,G Gambhir,6,1
165,419161,Kings XI Punjab,Deccan Chargers,16-04-10,2010,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,RG Sharma,5,1
